loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_bmasse,pl_bmassj,pl_orbeccen,st_mass,st_logg,sy_dist
20815,Kepler-284 c,Kepler-284,1,2,Transit,2014,37.51428788,,,,0.93,4.62,1031.95
20825,Kepler-285 b,Kepler-285,1,2,Transit,2014,2.63385723,,,0.0,0.9,4.58,824.31
20835,Kepler-285 c,Kepler-285,1,2,Transit,2014,,,,,,,824.31
20845,Kepler-286 b,Kepler-286,1,4,Transit,2014,1.79632095,,,,0.99,4.5,1226.85
20855,Kepler-286 c,Kepler-286,1,4,Transit,2014,3.468095,,,,,4.5,1226.85
20865,Kepler-286 d,Kepler-286,1,4,Transit,2014,5.9142668,,,,0.99,4.5,1226.85
20876,Kepler-286 e,Kepler-286,1,4,Transit,2014,,,,,,,1226.85
20887,Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34234237,,,0.0,0.95,4.4,835.86
20897,Kepler-287 c,Kepler-287,1,2,Transit,2014,44.8521071,,,0.0,0.95,4.4,835.86
20907,Kepler-288 b,Kepler-288,1,3,Transit,2014,6.09747233,,,,1.01,4.36,1194.15
20918,Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30563,,,0.0,1.08,4.35,1194.15
20928,Kepler-288 d,Kepler-288,1,3,Transit,2014,56.6388791,,,0.0,0.93,4.35,1194.15
20940,Kepler-289 b,Kepler-289,1,3,Transit,2014,34.54363,,,0.0,1.17,4.08,704.438
20952,Kepler-289 c,Kepler-289,1,3,Transit,2014,125.86540191,,,0.0,1.0,4.34,704.438
20953,Kepler-289 d,Kepler-289,1,3,Transit,2014,66.0634,4.0,0.013,,1.08,4.47,704.438
20965,Kepler-29 b,Kepler-29,1,2,Transit,2011,10.338082,,,0.0,1.03,4.52,832.532
20977,Kepler-29 c,Kepler-29,1,2,Transit,2011,13.28706214,,,,0.93,4.57,832.532
20988,Kepler-290 b,Kepler-290,1,3,Transit,2014,14.58917182,,,,0.8,4.64,694.627
20999,Kepler-290 c,Kepler-290,1,3,Transit,2014,36.7704731,,,0.0,0.85,4.6,694.627
21006,Kepler-290 d,Kepler-290,1,3,Transit,2023,0.76401755,,,,0.8,4.64,694.627
21016,Kepler-291 b,Kepler-291,1,2,Transit,2014,3.54653414,,,0.0,1.09,4.49,1786.48
21026,Kepler-291 c,Kepler-291,1,2,Transit,2014,,,,,,,1786.48
21036,Kepler-292 b,Kepler-292,1,5,Transit,2014,2.58083264,,,0.0,0.82,4.54,1056.48
21046,Kepler-292 c,Kepler-292,1,5,Transit,2014,,,,,,,1056.48
21057,Kepler-292 d,Kepler-292,1,5,Transit,2014,7.05564542,,,,0.88,4.54,1056.48
21068,Kepler-292 e,Kepler-292,1,5,Transit,2014,11.97868371,,,,0.88,4.54,1056.48
21079,Kepler-292 f,Kepler-292,1,5,Transit,2014,20.834237,,,,,4.54,1056.48
21090,Kepler-293 b,Kepler-293,1,2,Transit,2014,19.25405306,,,0.0,1.04,4.51,974.633
21101,Kepler-293 c,Kepler-293,1,2,Transit,2014,54.15784,,,0.0,0.95,4.56,974.633
21111,Kepler-294 b,Kepler-294,1,2,Transit,2014,3.70122061,,,,0.95,4.47,1357.01
21122,Kepler-294 c,Kepler-294,1,2,Transit,2014,6.626389,,,0.0,0.99,4.53,1357.01
21132,Kepler-295 b,Kepler-295,1,3,Transit,2014,12.64504291,,,0.0,0.8,4.45,1699.19
21143,Kepler-295 c,Kepler-295,1,3,Transit,2014,21.526258,,,,,4.44,1699.19
21154,Kepler-295 d,Kepler-295,1,3,Transit,2014,33.88489343,,,,,,1699.19
21168,Kepler-296 b,Kepler-296,2,5,Transit,2014,,,,,0.63,,
21183,Kepler-296 c,Kepler-296,2,5,Transit,2014,,,,,0.48,,
21198,Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85029495,,,,,,
21211,Kepler-296 e,Kepler-296,2,5,Transit,2014,,,,,0.63,,
21223,Kepler-296 f,Kepler-296,2,5,Transit,2014,,,,,0.63,,
21234,Kepler-297 b,Kepler-297,1,3,Transit,2014,38.87135,,,0.0,1.07,4.43,692.14
21245,Kepler-297 c,Kepler-297,1,3,Transit,2014,74.92768653,,,,1.04,4.55,692.14
21253,Kepler-297 d,Kepler-297,1,3,Transit,2023,150.0209961,,,,0.85,4.46,692.14
21264,Kepler-298 b,Kepler-298,1,3,Transit,2014,10.47546118,,,,0.72,4.61,518.204
21274,Kepler-298 c,Kepler-298,1,3,Transit,2014,22.92874729,,,,0.72,4.61,518.204
21285,Kepler-298 d,Kepler-298,1,3,Transit,2014,77.4740991,,,0.0,0.66,4.68,518.204
21295,Kepler-299 b,Kepler-299,1,4,Transit,2014,2.92721119,,,,1.0,4.44,1052.24
21305,Kepler-299 c,Kepler-299,1,4,Transit,2014,6.885841,,,0.0,1.0,4.53,1052.24
21315,Kepler-299 d,Kepler-299,1,4,Transit,2014,15.0549356,,,,1.0,4.44,1052.24
21326,Kepler-299 e,Kepler-299,1,4,Transit,2014,38.28602037,,,,1.0,4.44,1052.24
21336,Kepler-30 b,Kepler-30,1,3,Transit,2012,29.1598615,,,0.0,0.99,4.56,914.221
21349,Kepler-30 c,Kepler-30,1,3,Transit,2012,,,,,,,914.221
21360,Kepler-30 d,Kepler-30,1,3,Transit,2012,,,,,,,914.221
21371,Kepler-300 b,Kepler-300,1,2,Transit,2014,,,,,,,1098.45
21382,Kepler-300 c,Kepler-300,1,2,Transit,2014,40.7150498,,,,1.07,4.16,1098.45
21392,Kepler-301 b,Kepler-301,1,3,Transit,2014,2.5085541,,,0.0,0.94,4.52,719.166
21402,Kepler-301 c,Kepler-301,1,3,Transit,2014,5.41911291,,,,1.0,4.47,719.166
21413,Kepler-301 d,Kepler-301,1,3,Transit,2014,13.751243,,,,,4.53,719.166
21424,Kepler-302 b,Kepler-302,1,2,Transit,2014,30.18269915,,,,1.03,4.4,1402.58
21435,Kepler-302 c,Kepler-302,1,2,Transit,2014,127.2824442,,,,1.03,4.4,1402.58
21449,Kepler-303 b,Kepler-303,1,2,Transit,2014,1.93703207,,,,0.52,4.75,209.738
21462,Kepler-303 c,Kepler-303,1,2,Transit,2014,7.06117322,,,,0.64,4.65,209.738
21473,Kepler-304 b,Kepler-304,1,4,Transit,2014,3.29570102,,,,0.75,4.61,434.684
21484,Kepler-304 c,Kepler-304,1,4,Transit,2014,5.31594758,,,,0.75,4.61,434.684
21495,Kepler-304 d,Kepler-304,1,4,Transit,2014,9.65349016,,,,0.75,4.61,434.684
21504,Kepler-304 e,Kepler-304,1,4,Transit,2016,1.49914695,,,,0.8,4.61,434.684
21516,Kepler-305 b,Kepler-305,1,4,Transit,2013,5.487108,,,0.0,0.9,4.51,868.477
21528,Kepler-305 c,Kepler-305,1,4,Transit,2013,8.291,4.5,0.014,,0.76,,868.477
21540,Kepler-305 d,Kepler-305,1,4,Transit,2014,16.73865956,,,0.0,0.76,4.51,868.477
21547,Kepler-305 e,Kepler-305,1,4,Transit,2020,3.20539833,,,0.0,0.76,4.51,868.477
21557,Kepler-306 b,Kepler-306,1,4,Transit,2014,4.64621076,,,,0.81,4.6,775.679
21568,Kepler-306 c,Kepler-306,1,4,Transit,2014,7.24022418,,,0.0,0.77,4.61,775.679
21579,Kepler-306 d,Kepler-306,1,4,Transit,2014,17.32668599,,,0.0,0.87,4.52,775.679
21590,Kepler-306 e,Kepler-306,1,4,Transit,2014,44.840975,,,,,4.61,775.679
21604,Kepler-307 b,Kepler-307,1,2,Transit,2013,10.416,2.1,0.007,,0.98,,575.581
21618,Kepler-307 c,Kepler-307,1,2,Transit,2013,13.08424096,,,,0.94,4.46,575.581
21628,Kepler-308 b,Kepler-308,1,2,Transit,2014,9.69502544,,,0.0,1.0,4.52,1335.92
21639,Kepler-308 c,Kepler-308,1,2,Transit,2014,15.3825006,,,0.0,1.0,4.52,1335.92
21651,Kepler-309 b,Kepler-309,1,2,Transit,2014,5.92367766,,,,0.75,4.54,544.568
21664,Kepler-309 c,Kepler-309,1,2,Transit,2014,105.3585964,,,0.0,0.51,4.76,544.568
21675,Kepler-31 b,Kepler-31,1,3,Transit,2011,20.861145,,,0.0,1.21,4.4,1664.64
21686,Kepler-31 c,Kepler-31,1,3,Transit,2011,42.63416177,,,0.0,1.19,4.38,1664.64
21698,Kepler-31 d,Kepler-31,1,3,Transit,2014,87.6472,,,0.0,1.21,4.4,1664.64
21708,Kepler-310 b,Kepler-310,1,3,Transit,2014,13.93078,,,0.0,0.97,4.52,602.268
21719,Kepler-310 c,Kepler-310,1,3,Transit,2014,56.47542,,,,,4.52,602.268
21731,Kepler-310 d,Kepler-310,1,3,Transit,2014,92.8750347,,,0.0,0.89,4.53,602.268
21742,Kepler-311 b,Kepler-311,1,3,Transit,2014,9.1761224,,,,1.05,4.29,778.654
21753,Kepler-311 c,Kepler-311,1,3,Transit,2014,19.7383913,,,,1.08,4.36,778.654
21758,Kepler-311 d,Kepler-311,1,3,Transit,2023,232.058029,,,0.0,0.97,4.36,778.654
21767,Kepler-312 b,Kepler-312,1,2,Transit,2014,1.77244975,,,,1.2,4.37,797.72
21778,Kepler-312 c,Kepler-312,1,2,Transit,2014,19.74732846,,,,1.2,4.37,797.72
21788,Kepler-313 b,Kepler-313,1,2,Transit,2014,14.97015,,,0.0,0.96,4.36,
21798,Kepler-313 c,Kepler-313,1,2,Transit,2014,32.2752118,,,0.0,0.96,4.36,
21808,Kepler-314 b,Kepler-314,1,2,Transit,2014,,,,,,,268.881
21819,Kepler-314 c,Kepler-314,1,2,Transit,2014,5.96040108,,,,0.95,4.54,268.881
21829,Kepler-315 b,Kepler-315,1,2,Transit,2014,96.109323,,,0.0,0.88,4.38,1160.63
21838,Kepler-315 c,Kepler-315,1,2,Transit,2014,265.4734326,,,,1.04,4.45,1160.63
21849,Kepler-316 b,Kepler-316,1,2,Transit,2014,2.24048639,,,0.0,0.56,4.7,384.938
21861,Kepler-316 c,Kepler-316,1,2,Transit,2014,6.82778157,,,0.0,0.59,4.69,384.938
21872,Kepler-317 b,Kepler-317,1,2,Transit,2014,5.524233,,,0.0,0.82,4.48,940.584
21883,Kepler-317 c,Kepler-317,1,2,Transit,2014,8.77514782,,,,0.92,4.47,940.584
21894,Kepler-318 b,Kepler-318,1,2,Transit,2014,4.66271902,,,0.0,1.05,4.51,489.141
21905,Kepler-318 c,Kepler-318,1,2,Transit,2014,11.815018,,,0.0,0.98,4.14,489.141
21916,Kepler-319 b,Kepler-319,1,3,Transit,2014,4.36274436,,,0.0,1.35,4.07,503.436
21927,Kepler-319 c,Kepler-319,1,3,Transit,2014,,,,,,,503.436
21938,Kepler-319 d,Kepler-319,1,3,Transit,2014,31.78221016,,,,0.99,4.56,503.436
21954,Kepler-32 b,Kepler-32,1,5,Transit,2011,5.901,9.4,0.03,,0.57,,323.847
21970,Kepler-32 c,Kepler-32,1,5,Transit,2011,8.75208025,,,,0.57,4.67,323.847
21986,Kepler-32 d,Kepler-32,1,5,Transit,2012,22.78073412,,,,0.57,4.67,323.847
22001,Kepler-32 e,Kepler-32,1,5,Transit,2012,2.896009,,,0.0,0.55,4.74,323.847
22014,Kepler-32 f,Kepler-32,1,5,Transit,2012,0.74295905,,,,0.57,4.67,323.847
22022,Kepler-320 b,Kepler-320,1,2,Transit,2014,8.371554,,,,,4.42,826.613
22031,Kepler-320 c,Kepler-320,1,2,Transit,2014,17.9346563,,,0.0,1.08,4.44,826.613
22042,Kepler-321 b,Kepler-321,1,2,Transit,2014,4.91538707,,,,1.03,4.48,384.542
22053,Kepler-321 c,Kepler-321,1,2,Transit,2014,13.09390911,,,,1.03,4.46,384.542
22063,Kepler-322 b,Kepler-322,1,2,Transit,2014,1.65388948,,,0.0,0.88,4.5,400.48
22074,Kepler-322 c,Kepler-322,1,2,Transit,2014,4.33723745,,,,0.92,4.55,400.48
22086,Kepler-323 b,Kepler-323,1,2,Transit,2014,1.6783263,,,0.0,1.0,4.37,454.883
22099,Kepler-323 c,Kepler-323,1,2,Transit,2014,3.55382967,,,0.0,1.12,4.21,454.883
22109,Kepler-324 b,Kepler-324,1,4,Transit,2014,4.38538429,,,,0.89,4.52,501.574
22119,Kepler-324 c,Kepler-324,1,4,Transit,2014,51.8096695,,,,0.87,4.54,501.574
22127,Kepler-324 e,Kepler-324,1,4,Transit,2021,13.97945055,,,,0.89,4.52,501.574
22138,Kepler-325 b,Kepler-325,1,3,Transit,2014,4.54443647,,,,0.99,4.63,823.242
22149,Kepler-325 c,Kepler-325,1,3,Transit,2014,,,,,,,823.242
22160,Kepler-325 d,Kepler-325,1,3,Transit,2014,38.7149617,,,,0.99,4.63,823.242
22172,Kepler-326 b,Kepler-326,1,3,Transit,2014,2.248329,,,,,4.56,487.675
22184,Kepler-326 c,Kepler-326,1,3,Transit,2014,4.58034082,,,,0.88,4.35,487.675
22196,Kepler-326 d,Kepler-326,1,3,Transit,2014,6.76689811,,,0.0,0.93,4.0,487.675
22211,Kepler-327 b,Kepler-327,1,3,Transit,2014,2.5495633,,,,0.57,4.72,241.987
22226,Kepler-327 c,Kepler-327,1,3,Transit,2014,,,,,0.58,,241.987
22240,Kepler-327 d,Kepler-327,1,3,Transit,2014,13.96950159,,,,0.59,4.65,241.987
22249,Kepler-328 b,Kepler-328,1,2,Transit,2013,34.9176592,,,,1.24,4.26,2213.19
22259,Kepler-328 c,Kepler-328,1,2,Transit,2013,71.3116583,,,0.0,1.15,4.44,2213.19
22270,Kepler-329 b,Kepler-329,1,2,Transit,2014,7.41634701,,,,0.7,4.57,439.719
22282,Kepler-329 c,Kepler-329,1,2,Transit,2014,18.6848057,,,0.0,0.53,4.74,439.719
22292,Kepler-33 b,Kepler-33,1,5,Transit,2011,5.668075,,,0.0,1.29,4.03,1209.16
22304,Kepler-33 c,Kepler-33,1,5,Transit,2011,13.17556672,,,0.0,1.1,4.02,1209.16
22318,Kepler-33 d,Kepler-33,1,5,Transit,2011,21.77566056,,,,1.07,4.0,1209.16
22331,Kepler-33 e,Kepler-33,1,5,Transit,2011,,,,,,,1209.16
22344,Kepler-33 f,Kepler-33,1,5,Transit,2011,41.0283424,,,0.0,1.1,4.02,1209.16
22354,Kepler-330 b,Kepler-330,1,2,Transit,2014,8.25980352,,,0.0,0.78,4.52,717.527
22365,Kepler-330 c,Kepler-330,1,2,Transit,2014,15.95541913,,,0.0,0.78,4.52,717.527
22376,Kepler-331 b,Kepler-331,1,3,Transit,2014,8.45748947,,,,0.73,4.69,580.119
22387,Kepler-331 c,Kepler-331,1,3,Transit,2014,17.28116,,,0.0,0.65,4.73,580.119
22398,Kepler-331 d,Kepler-331,1,3,Transit,2014,32.1340737,,,0.0,0.54,4.73,580.119
22409,Kepler-332 b,Kepler-332,1,3,Transit,2014,7.62634063,,,0.0,0.8,4.47,344.19
22419,Kepler-332 c,Kepler-332,1,3,Transit,2014,15.995622,,,,,4.61,344.19
22429,Kepler-332 d,Kepler-332,1,3,Transit,2014,34.2113054,,,,0.8,4.6,344.19
22442,Kepler-333 b,Kepler-333,2,2,Transit,2014,12.55111816,,,,0.7,4.7,324.413
22455,Kepler-333 c,Kepler-333,2,2,Transit,2014,,,,,,,324.413
22466,Kepler-334 b,Kepler-334,1,3,Transit,2014,5.47033694,,,0.0,0.96,4.42,426.59
22477,Kepler-334 c,Kepler-334,1,3,Transit,2014,12.75801494,,,,1.07,4.45,426.59
22488,Kepler-334 d,Kepler-334,1,3,Transit,2014,25.09858,,,0.0,1.06,4.46,426.59
22499,Kepler-335 b,Kepler-335,1,2,Transit,2014,6.56225728,,,0.0,1.02,4.51,1278.97
22508,Kepler-335 c,Kepler-335,1,2,Transit,2014,67.85878478,,,,1.08,3.94,1278.97
22517,Kepler-336 b,Kepler-336,1,3,Transit,2014,2.0248205,,,,,,768.86
22527,Kepler-336 c,Kepler-336,1,3,Transit,2014,9.59993246,,,0.0,1.09,4.27,768.86
22537,Kepler-336 d,Kepler-336,1,3,Transit,2014,20.67879355,,,,1.09,4.3,768.86
22548,Kepler-337 b,Kepler-337,1,2,Transit,2014,3.29276797,,,0.0,1.01,4.11,677.975
22559,Kepler-337 c,Kepler-337,1,2,Transit,2014,9.69315023,,,,1.01,3.94,677.975
22572,Kepler-338 b,Kepler-338,1,4,Transit,2014,,,,,,,552.798
22584,Kepler-338 c,Kepler-338,1,4,Transit,2014,24.3111399,,,,1.2,4.02,552.798
22596,Kepler-338 d,Kepler-338,1,4,Transit,2014,44.4315,,,0.0,1.1,4.12,552.798
22607,Kepler-338 e,Kepler-338,1,4,Transit Timing Variations,2014,,,,,,,552.798
22618,Kepler-339 b,Kepler-339,1,3,Transit,2014,4.97760447,,,0.0,0.87,4.36,616.637
22630,Kepler-339 c,Kepler-339,1,3,Transit,2014,6.98800953,,,,0.96,4.65,616.637
22642,Kepler-339 d,Kepler-339,1,3,Transit,2014,10.55840479,,,0.0,0.87,4.36,616.637
22643,Kepler-34 b,Kepler-34,2,1,Transit,2011,288.822,69.92,0.22,0.182,1.05,4.33,1800.82
22651,Kepler-340 b,Kepler-340,1,2,Transit,2014,14.8444836,,,,1.87,4.38,808.762
22661,Kepler-340 c,Kepler-340,1,2,Transit,2014,,,,,,,808.762
22671,Kepler-341 b,Kepler-341,1,4,Transit,2014,5.19556758,,,0.0,1.0,4.43,1047.03
22682,Kepler-341 c,Kepler-341,1,4,Transit,2014,8.01041305,,,,1.0,4.44,1047.03
